units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,samples,sites
NISP,NA,pollen,2895,NA,Vascular plants,pollen,Valerianella,UPHE,15,7
NISP,NA,pollen,2897,NA,Vascular plants,pollen,Calluna vulgaris,TRSH,44,1
NISP,NA,pollen,2903,NA,Vascular plants,pollen,Erica,TRSH,554,13
NISP,NA,pollen,2904,NA,Vascular plants,pollen,Lotus,UPHE,84,9
NISP,NA,pollen,2905,NA,Vascular plants,pollen,Plantago major/P. media,UPHE,154,3
NISP,NA,pollen,2907,NA,Vascular plants,pollen,Scleranthus,UPHE,26,3
NISP,NA,pollen,2910,NA,Vascular plants,pollen,Succisa,UPHE,9,3
NISP,NA,pollen,2912,NA,Vascular plants,pollen,Symphytum-type,UPHE,7,2
NISP,NA,pollen,2918,NA,Vascular plants,pollen,Cirsium-type,UPHE,38,3
NISP,NA,pollen,2919,NA,Vascular plants,pollen,Elatine,AQVP,10,2
NISP,NA,pollen,2923,NA,Vascular plants,pollen,Saxifraga aizoides,UPHE,10,1
NISP,NA,pollen,2927,NA,Vascular plants,pollen,Mercurialis,UPHE,90,5
NISP,NA,pollen,2928,NA,Vascular plants,pollen,Prunella,UPHE,1,1
NISP,NA,pollen,2929,NA,Vascular plants,pollen,Quercus ilex-type,TRSH,890,18
NISP,NA,pollen,2930,NA,Vascular plants,pollen,Rhinanthus,UPHE,3,3
NISP,NA,pollen,2931,NA,Vascular plants,pollen,Rhinanthus-type,UPHE,39,3
NISP,NA,pollen,2932,NA,Vascular plants,pollen,Spergula,UPHE,3,2
NISP,NA,pollen,2933,NA,Vascular plants,pollen,Spergula arvensis,UPHE,1,1
NISP,NA,pollen,2934,NA,Vascular plants,pollen,Spergula-type,UPHE,114,10
NISP,NA,pollen,2935,NA,Vascular plants,pollen,Spergularia-type,UPHE,9,3
NISP,NA,pollen,2938,NA,Vascular plants,pollen,Vicia,UPHE,12,2
NISP,NA,pollen,2943,NA,Vascular plants,pollen,Quercus undiff.,TRSH,367,3
NISP,NA,pollen,3031,NA,Vascular plants,pollen,Solanum-type,UPHE,168,13
NISP,NA,pollen,3035,NA,Vascular plants,pollen,Cichorieae undiff.,UPHE,251,7
NISP,NA,pollen,3052,NA,Vascular plants,pollen,Eryngium,UPHE,107,9
NISP,NA,pollen,3058,NA,Vascular plants,pollen,Hyptis-type,TRSH,29,4
NISP,NA,pollen,3067,NA,Vascular plants,pollen,Peperomia,UPHE,4,1
NISP,NA,pollen,3068,NA,Vascular plants,pollen,Phaseolus,UPHE,1,1
NISP,NA,pollen,3072,NA,Vascular plants,pollen,Rhamnus-type,TRSH,65,6
NISP,NA,pollen,3079,NA,Vascular plants,pollen,Trema-type,TRSH,2,1
NISP,NA,pollen,3090,NA,Vascular plants,pollen,Vernonia,UPHE,154,18
NISP,NA,pollen,3110,NA,Vascular plants,pollen,Ouratea-type,TRSH,3,2
NISP,NA,pollen,3111,NA,Vascular plants,pollen,Psychotria,TRSH,34,5
NISP,NA,pollen,3117,NA,Vascular plants,pollen,Trichilia,TRSH,39,7
NISP,NA,pollen,3124,NA,Vascular plants,pollen,Ranunculus aquatilis-type,AQVP,8,1
NISP,NA,pollen,3125,NA,Vascular plants,pollen,Hamamelidaceae,TRSH,16,1
NISP,NA,pollen,3167,NA,Vascular plants,pollen,Tribulus,UPHE,442,46
NISP,NA,pollen,3172,NA,Vascular plants,pollen,Rumex acetosella,UPHE,264,4
NISP,NA,pollen,3179,NA,Vascular plants,pollen,Cleome,UPHE,80,12
NISP,NA,pollen,3180,NA,Vascular plants,pollen,Erodium,UPHE,38,11
NISP,NA,pollen,3187,NA,Vascular plants,pollen,Commicarpus-type,UPHE,25,1
NISP,NA,pollen,3194,NA,Vascular plants,pollen,Hyptis,TRSH,47,5
NISP,NA,pollen,3195,NA,Vascular plants,pollen,Jatropha,TRSH,1,1
NISP,NA,pollen,3234,NA,Vascular plants,pollen,Combretum-type,TRSH,31,5
NISP,NA,pollen,3253,NA,Vascular plants,pollen,Ouratea,TRSH,2,1
NISP,NA,pollen,3254,NA,Vascular plants,pollen,Ochnaceae,TRSH,1,1
NISP,NA,pollen,3255,NA,Vascular plants,pollen,Passiflora,TRSH,29,1
NISP,NA,pollen,3256,NA,Vascular plants,pollen,Passifloraceae,TRSH,3,3
NISP,NA,pollen,3257,NA,Vascular plants,pollen,Paullinia,TRSH,38,1
NISP,NA,pollen,3287,NA,Vascular plants,pollen,Burseraceae undiff.,TRSH,6,1
NISP,NA,pollen,3288,NA,Vascular plants,pollen,Meliaceae undiff.,TRSH,70,8
NISP,NA,pollen,3290,NA,Vascular plants,pollen,Bignoniaceae undiff.,TRSH,8,1
NISP,NA,pollen,3291,NA,Vascular plants,pollen,Araliaceae undiff.,UPHE,61,5
NISP,NA,pollen,3293,NA,Vascular plants,pollen,Annonaceae,TRSH,35,7
NISP,NA,pollen,3315,NA,Vascular plants,pollen,Embelia,TRSH,3,2
NISP,NA,pollen,3325,NA,Vascular plants,pollen,Homalium,TRSH,29,3
NISP,NA,pollen,3329,NA,Vascular plants,pollen,Mallotus,TRSH,116,10
NISP,NA,pollen,3340,NA,Vascular plants,pollen,Pandanus,TRSH,125,12
NISP,NA,pollen,3347,NA,Vascular plants,pollen,Ascarina,TRSH,4,1
NISP,NA,pollen,3392,NA,Vascular plants,pollen,Caryophyllaceae/Amaranthaceae,UPHE,5,1
NISP,NA,pollen,3399,NA,Vascular plants,pollen,Corylus-type,TRSH,3,1
NISP,NA,pollen,3407,NA,Vascular plants,pollen,Solidago-type,UPHE,7,1
NISP,NA,pollen,3408,NA,Vascular plants,pollen,Teucrium,UPHE,45,8
NISP,NA,pollen,3409,NA,Vascular plants,pollen,Theligonum,UPHE,57,6
NISP,NA,pollen,3410,NA,Vascular plants,pollen,Ulex,TRSH,1,1
NISP,NA,pollen,3411,NA,Vascular plants,pollen,Ulex-type,TRSH,98,1
NISP,NA,pollen,3417,NA,Vascular plants,pollen,Glaucium,UPHE,1,1
NISP,NA,pollen,3418,NA,Vascular plants,pollen,Plantago media-type,UPHE,45,4
NISP,NA,pollen,3419,NA,Vascular plants,pollen,Carduus-type,UPHE,276,13
NISP,NA,pollen,3420,NA,Vascular plants,pollen,Cistus,TRSH,443,20
NISP,NA,pollen,3421,NA,Vascular plants,pollen,Ephedra distachya,TRSH,15,2
NISP,NA,pollen,3422,NA,Vascular plants,pollen,Ephedra fragilis,TRSH,153,8
NISP,NA,pollen,3424,NA,Vascular plants,pollen,Paronychia-type,UPHE,350,11
NISP,NA,pollen,3425,NA,Vascular plants,pollen,Phillyrea,TRSH,1032,28
NISP,NA,pollen,3427,NA,Vascular plants,pollen,Pistacia lentiscus,TRSH,32,2
NISP,NA,pollen,3430,NA,Vascular plants,pollen,Veronica-type,UPHE,3,2
NISP,NA,pollen,3432,NA,Vascular plants,pollen,Fallopia convolvulus,UPHE,1,1
NISP,NA,pollen,3437,NA,Vascular plants,pollen,Alisma plantago-aquatica,AQVP,3,2
NISP,NA,pollen,3438,NA,Vascular plants,pollen,Anthemis-type,UPHE,512,9
NISP,NA,pollen,3439,NA,Vascular plants,pollen,Aster-type,UPHE,668,13
NISP,NA,pollen,3441,NA,Vascular plants,pollen,Centaurea scabiosa,UPHE,6,1
NISP,NA,pollen,3444,NA,Vascular plants,pollen,Epipactis,UPHE,2,1
NISP,NA,pollen,3446,NA,Vascular plants,pollen,Galeopsis,UPHE,1,1
NISP,NA,pollen,3447,NA,Vascular plants,pollen,Galeopsis-type,UPHE,151,3
NISP,NA,pollen,3449,NA,Vascular plants,pollen,Genista-type,TRSH,175,15
NISP,NA,pollen,3450,NA,Vascular plants,pollen,Lamium-type,UPHE,9,1
NISP,NA,pollen,3455,NA,Vascular plants,pollen,Sorbus-type,TRSH,71,9
NISP,NA,pollen,3468,NA,Vascular plants,pollen,Potamogetonaceae,AQVP,96,15
NISP,NA,pollen,3479,NA,Vascular plants,pollen,Cercis,TRSH,1,1
NISP,NA,pollen,3482,NA,Vascular plants,pollen,Delphinium-type,UPHE,25,3
NISP,NA,pollen,3500,NA,Vascular plants,pollen,Clematis-type,UPHE,419,21
NISP,NA,pollen,3520,NA,Vascular plants,pollen,Eleocharis,UPHE,3,1
NISP,NA,pollen,3525,NA,Vascular plants,pollen,Sesbania,UPHE,28,9
NISP,NA,pollen,3555,NA,Vascular plants,pollen,Hippocastanoideae,TRSH,6,1
NISP,NA,pollen,3561,NA,Vascular plants,pollen,Aconitum-type,UPHE,38,2
NISP,NA,pollen,3562,NA,Vascular plants,pollen,Artemisia herba-alba-type,UPHE,43,3
NISP,NA,pollen,3563,NA,Vascular plants,pollen,Artemisia vulgaris-type,UPHE,106,4
NISP,NA,pollen,3564,NA,Vascular plants,pollen,Asphodelus,UPHE,472,20
NISP,NA,pollen,3565,NA,Vascular plants,pollen,Capsella-type,UPHE,101,4
NISP,NA,pollen,3566,NA,Vascular plants,pollen,Centaurea cyanus-type,UPHE,47,3
NISP,NA,pollen,3567,NA,Vascular plants,pollen,Centaurea scabiosa-type,UPHE,40,4
NISP,NA,pollen,3568,NA,Vascular plants,pollen,Centaurea solstitialis-type,UPHE,184,8
NISP,NA,pollen,3569,NA,Vascular plants,pollen,Cirsium/Gundelia,UPHE,40,4
NISP,NA,pollen,3570,NA,Vascular plants,pollen,Cornus sanguinea,TRSH,1,1
NISP,NA,pollen,3571,NA,Vascular plants,pollen,Cousinia,UPHE,5,1
NISP,NA,pollen,3572,NA,Vascular plants,pollen,Ephedra distachya-type,TRSH,169,15
NISP,NA,pollen,3574,NA,Vascular plants,pollen,Hippocratea,TRSH,10,6
NISP,NA,pollen,3578,NA,Vascular plants,pollen,Ephedra fragilis-type,TRSH,442,17
NISP,NA,pollen,3579,NA,Vascular plants,pollen,Fraxinus excelsior,TRSH,72,7
NISP,NA,pollen,3580,NA,Vascular plants,pollen,Fraxinus ornus,TRSH,662,18
NISP,NA,pollen,3581,NA,Vascular plants,pollen,Helleborus,UPHE,16,2
NISP,NA,pollen,3582,NA,Vascular plants,pollen,Hypericum perforatum-type,UPHE,152,13
NISP,NA,pollen,3583,NA,Vascular plants,pollen,Loranthus,TRSH,11,5
NISP,NA,pollen,3584,NA,Vascular plants,pollen,Matricaria-type,UPHE,167,6
NISP,NA,pollen,3585,NA,Vascular plants,pollen,Matthiola,UPHE,23,7
NISP,NA,pollen,3586,NA,Vascular plants,pollen,Myriophyllum spicatum/M. verticillatum,AQVP,153,5
NISP,NA,pollen,3587,NA,Vascular plants,pollen,Noaea-type,UPHE,40,3
NISP,NA,pollen,3588,NA,Vascular plants,pollen,Ostrya/Carpinus orientalis,TRSH,275,6
NISP,NA,pollen,3589,NA,Vascular plants,pollen,Paliurus,TRSH,4,2
NISP,NA,pollen,3590,NA,Vascular plants,pollen,Plantago coronopus-type,UPHE,958,27
NISP,NA,pollen,3591,NA,Vascular plants,pollen,Plantago maritima-type,UPHE,487,19
NISP,NA,pollen,3592,NA,Vascular plants,pollen,Quercus coccifera-type,TRSH,288,5
NISP,NA,pollen,3593,NA,Vascular plants,pollen,Quercus robur-type,TRSH,236,4
NISP,NA,pollen,3594,NA,Vascular plants,pollen,Ranunculus repens-type,UPHE,39,3
NISP,NA,pollen,3596,NA,Vascular plants,pollen,Rumex hydrolapathum,UPHE,33,2
NISP,NA,pollen,3597,NA,Vascular plants,pollen,Sambucus nigra-type,TRSH,24,7
NISP,NA,pollen,3599,NA,Vascular plants,pollen,Scrophularia/Verbascum,UPHE,48,4
NISP,NA,pollen,3600,NA,Vascular plants,pollen,Solanum dulcamara,UPHE,167,12
NISP,NA,pollen,3601,NA,Vascular plants,pollen,Thymus/Mentha,UPHE,48,4
NISP,NA,pollen,3602,NA,Vascular plants,pollen,Urtica dioica-type,UPHE,503,12
NISP,NA,pollen,3603,NA,Vascular plants,pollen,Viburnum-type,TRSH,10,3
NISP,NA,pollen,3625,NA,Vascular plants,pollen,Gentianaceae undiff.,UPHE,6,3
NISP,NA,pollen,3630,NA,Vascular plants,pollen,Crassula,UPHE,326,9
NISP,NA,pollen,3668,NA,Vascular plants,pollen,Ambrosiinae,UPHE,20,6
NISP,NA,pollen,3669,NA,Vascular plants,pollen,Heliantheae,UPHE,3,1
NISP,NA,pollen,3696,NA,Vascular plants,pollen,Lysimachia vulgaris-type,UPHE,14,7
NISP,NA,pollen,3699,NA,Vascular plants,pollen,Parnassia palustris,UPHE,2,2
NISP,NA,pollen,3703,NA,Vascular plants,pollen,Silene-type,UPHE,12,3
NISP,NA,pollen,3704,NA,Vascular plants,pollen,Trifolium pratense-type,UPHE,76,10
NISP,NA,pollen,3705,NA,Vascular plants,pollen,Hordeum-type,UPHE,257,4
NISP,NA,pollen,3708,NA,Vascular plants,pollen,Lonicera-type,TRSH,4,1
NISP,NA,pollen,3743,NA,Vascular plants,pollen,Adonis,UPHE,1,1
NISP,NA,pollen,3747,NA,Vascular plants,pollen,Halothamnus-type,UPHE,12,2
NISP,NA,pollen,3751,NA,Vascular plants,pollen,Agrimonia-type,UPHE,5,3
NISP,NA,pollen,3757,NA,Vascular plants,pollen,Alchemilla-type,UPHE,28,3
NISP,NA,pollen,3761,NA,Vascular plants,pollen,Alisma plantago-aquatica-type,AQVP,32,1
NISP,NA,pollen,3762,NA,Vascular plants,pollen,Alisma-type,AQVP,131,9
NISP,NA,pollen,3770,NA,Vascular plants,pollen,Alnus glutinosa-type,TRSH,429,10
NISP,NA,pollen,3772,NA,Vascular plants,pollen,Ambrosia/Xanthium,UPHE,1,1
NISP,NA,pollen,3778,NA,Vascular plants,pollen,Anagallis,UPHE,32,9
NISP,NA,pollen,3780,NA,Vascular plants,pollen,Anchusa,UPHE,1,1
NISP,NA,pollen,3783,NA,Vascular plants,pollen,Anchusa-type,UPHE,24,2
NISP,NA,pollen,3785,NA,Vascular plants,pollen,Anthericum,UPHE,7,2
NISP,NA,pollen,3790,NA,Vascular plants,pollen,Anchusa/Pulmonaria,UPHE,1,1
NISP,NA,pollen,3792,NA,Vascular plants,pollen,Pulmonaria-type,UPHE,1,1
NISP,NA,pollen,3798,NA,Vascular plants,pollen,Angelica sylvestris,UPHE,6,1
NISP,NA,pollen,3802,NA,Vascular plants,pollen,Anthriscus sylvestris-type,UPHE,21,6
NISP,NA,pollen,3805,NA,Vascular plants,pollen,Anthyllis,UPHE,9,5
NISP,NA,pollen,3814,NA,Vascular plants,pollen,Silene dioica-type,UPHE,54,8
NISP,NA,pollen,3815,NA,Vascular plants,pollen,Silene vulgaris-type,UPHE,32,7
NISP,NA,pollen,3832,NA,Vascular plants,pollen,Apium-type,UPHE,196,10
NISP,NA,pollen,3834,NA,Vascular plants,pollen,Arbutus,TRSH,174,12
NISP,NA,pollen,3835,NA,Vascular plants,pollen,Arbutus unedo,TRSH,107,5
NISP,NA,pollen,3840,NA,Vascular plants,pollen,Arctium/Jurinea,UPHE,28,3
NISP,NA,pollen,3856,NA,Vascular plants,pollen,Armeria/Limonium,UPHE,12,3
NISP,NA,pollen,3875,NA,Vascular plants,pollen,Artemisia herba-alba,UPHE,102,2
NISP,NA,pollen,3880,NA,Vascular plants,pollen,Asclepiadoideae,UPHE,3,1
NISP,NA,pollen,3882,NA,Vascular plants,pollen,Asparagus,UPHE,117,13
NISP,NA,pollen,3883,NA,Vascular plants,pollen,Asparagus-type,UPHE,72,7
NISP,NA,pollen,3885,NA,Vascular plants,pollen,Asphodelus/Asphodeline,UPHE,49,1
NISP,NA,pollen,3887,NA,Vascular plants,pollen,Asphodelus albus-type,UPHE,129,10
NISP,NA,pollen,3956,NA,Vascular plants,pollen,Borago,UPHE,6,2
NISP,NA,pollen,3957,NA,Vascular plants,pollen,Borago officinalis,UPHE,12,3
NISP,NA,pollen,3965,NA,Vascular plants,pollen,Bunium-type,UPHE,76,4
NISP,NA,pollen,3970,NA,Vascular plants,pollen,Butomus,AQVP,3,2
NISP,NA,pollen,3971,NA,Vascular plants,pollen,Buxus sempervirens,TRSH,15,3
NISP,NA,pollen,3980,NA,Vascular plants,pollen,cf. Campanulaceae,UPHE,1,1
NISP,NA,pollen,3988,NA,Vascular plants,pollen,Scilla-type,UPHE,24,7
NISP,NA,pollen,3990,NA,Vascular plants,pollen,Capparis,TRSH,116,18
NISP,NA,pollen,3994,NA,Vascular plants,pollen,Ostrya carpinifolia/Carpinus orientalis,TRSH,57,1
NISP,NA,pollen,3995,NA,Vascular plants,pollen,Carya-type,TRSH,1,1
NISP,NA,pollen,3998,NA,Vascular plants,pollen,Cedrus atlantica,TRSH,185,4
NISP,NA,pollen,4000,NA,Vascular plants,pollen,Celtis australis,TRSH,46,5
NISP,NA,pollen,4001,NA,Vascular plants,pollen,Centaurea jacea-type,UPHE,4,2
NISP,NA,pollen,4004,NA,Vascular plants,pollen,Centaurea nigra,UPHE,5,1
NISP,NA,pollen,4005,NA,Vascular plants,pollen,Centaurea nigra-type,UPHE,119,11
NISP,NA,pollen,4011,NA,Vascular plants,pollen,Centaurea solstitialis,UPHE,103,2
NISP,NA,pollen,4022,NA,Vascular plants,pollen,Centaurea cf. C. cyanus,UPHE,17,1
NISP,NA,pollen,4045,NA,Vascular plants,pollen,Cercis siliquastrum,TRSH,1,1
NISP,NA,pollen,4064,NA,Vascular plants,pollen,Rumex hydrolapathum-type,UPHE,14,2
NISP,NA,pollen,4077,NA,Vascular plants,pollen,Papaver argemone,UPHE,3,1
NISP,NA,pollen,4079,NA,Vascular plants,pollen,Papaver rhoeas-type,UPHE,20,6
NISP,NA,pollen,4080,NA,Vascular plants,pollen,Papaver-type,UPHE,28,1
NISP,NA,pollen,4085,NA,Vascular plants,pollen,Pedicularis palustris-type,UPHE,3,1
NISP,NA,pollen,4089,NA,Vascular plants,pollen,Phillyrea angustifolia,TRSH,30,1
NISP,NA,pollen,4090,NA,Vascular plants,pollen,Phillyrea-type,TRSH,12,1
NISP,NA,pollen,4092,NA,Vascular plants,pollen,Rhinanthus/Veronica,UPHE,76,1
NISP,NA,pollen,4098,NA,Vascular plants,pollen,Saussurea-type,UPHE,56,3
NISP,NA,pollen,4102,NA,Vascular plants,pollen,Sedum-type,UPHE,119,10
NISP,NA,pollen,4115,NA,Vascular plants,pollen,Digitalis,UPHE,2,1
NISP,NA,pollen,4123,NA,Vascular plants,pollen,Scrophularia-type,UPHE,118,8
NISP,NA,pollen,4136,NA,Vascular plants,pollen,Convolvulus arvensis,UPHE,9,2
NISP,NA,pollen,4137,NA,Vascular plants,pollen,Convolvulus undiff.,UPHE,6,1
NISP,NA,pollen,4140,NA,Vascular plants,pollen,Cistus undiff.,UPHE,133,3
NISP,NA,pollen,4141,NA,Vascular plants,pollen,Cistus incanus-type,UPHE,38,1
NISP,NA,pollen,4144,NA,Vascular plants,pollen,Cistus salviifolius,UPHE,29,4
NISP,NA,pollen,4145,NA,Vascular plants,pollen,Cistus monspeliensis,UPHE,249,6
NISP,NA,pollen,4152,NA,Vascular plants,pollen,Helianthemum-type,UPHE,12,1
NISP,NA,pollen,4162,NA,Vascular plants,pollen,Cladium mariscus,AQVP,229,7
NISP,NA,pollen,4165,NA,Vascular plants,pollen,Colchicum,UPHE,4,4
NISP,NA,pollen,4166,NA,Vascular plants,pollen,Colchicum-type,UPHE,4,3
NISP,NA,pollen,4180,NA,Vascular plants,pollen,Cornus mas-type,TRSH,1,1
NISP,NA,pollen,4193,NA,Vascular plants,pollen,Cotinus-type,TRSH,7,1
NISP,NA,pollen,4194,NA,Vascular plants,pollen,Cotinus coggygria,TRSH,14,4
NISP,NA,pollen,4200,NA,Vascular plants,pollen,Cuscuta europaea-type,UPHE,3,1
NISP,NA,pollen,4201,NA,Vascular plants,pollen,Cynoglossum,UPHE,14,1
NISP,NA,pollen,4202,NA,Vascular plants,pollen,Cynoglossum-type,UPHE,2,1
NISP,NA,pollen,4210,NA,Vascular plants,pollen,Cytisus-type,TRSH,14,2
NISP,NA,pollen,4214,NA,Vascular plants,pollen,Daphne/Thymelaea,TRSH,2,1
NISP,NA,pollen,4218,NA,Vascular plants,pollen,Datisca cannabina,UPHE,1,1
NISP,NA,pollen,4219,NA,Vascular plants,pollen,Datisca,UPHE,2,2
NISP,NA,pollen,4222,NA,Vascular plants,pollen,Daucus carota,UPHE,12,1
NISP,NA,pollen,4223,NA,Vascular plants,pollen,Daucus,UPHE,235,9
NISP,NA,pollen,4227,NA,Vascular plants,pollen,Dianthus superbus-type,UPHE,11,3
NISP,NA,pollen,4230,NA,Vascular plants,pollen,Dipsacus-type,UPHE,7,1
NISP,NA,pollen,4238,NA,Vascular plants,pollen,Echium-type,UPHE,9,2
NISP,NA,pollen,4240,NA,Vascular plants,pollen,Onosma-type,UPHE,1,1
NISP,NA,pollen,4250,NA,Vascular plants,pollen,Erica arborea,TRSH,459,10
NISP,NA,pollen,4255,NA,Vascular plants,pollen,Erica arborea-type,TRSH,685,13
NISP,NA,pollen,4261,NA,Vascular plants,pollen,Erica undiff.,TRSH,7,1
NISP,NA,pollen,4273,NA,Vascular plants,pollen,Ephedra cf. E. fragilis,TRSH,1,1
NISP,NA,pollen,4274,NA,Vascular plants,pollen,Ephedra cf. E. distachya,TRSH,1,1
NISP,NA,pollen,4286,NA,Vascular plants,pollen,Euphrasia-type,UPHE,44,7
NISP,NA,pollen,4289,NA,Vascular plants,pollen,Ficus carica,TRSH,62,7
NISP,NA,pollen,4290,NA,Vascular plants,pollen,Filago-type,UPHE,47,5
NISP,NA,pollen,4294,NA,Vascular plants,pollen,Filipendula-type,UPHE,4,1
NISP,NA,pollen,4298,NA,Vascular plants,pollen,Rhamnus/Paliurus,TRSH,18,1
NISP,NA,pollen,4301,NA,Vascular plants,pollen,Fraxinus excelsior-type,TRSH,397,11
NISP,NA,pollen,4305,NA,Vascular plants,pollen,Fumaria,UPHE,14,2
NISP,NA,pollen,4312,NA,Vascular plants,pollen,Rubiaceae cf. Galium,UPHE,40,1
NISP,NA,pollen,4316,NA,Vascular plants,pollen,Genista,TRSH,10,1
NISP,NA,pollen,4324,NA,Vascular plants,pollen,cf. Gentianaceae,UPHE,1,1
NISP,NA,pollen,4341,NA,Vascular plants,pollen,Geranium-type,UPHE,11,1
NISP,NA,pollen,4354,NA,Vascular plants,pollen,Glaucium-type,UPHE,9,2
NISP,NA,pollen,4358,NA,Vascular plants,pollen,Gnaphalium-type,UPHE,104,10
NISP,NA,pollen,4359,NA,Vascular plants,pollen,Gypsophila,UPHE,33,4
NISP,NA,pollen,4367,NA,Vascular plants,pollen,Hedera helix,TRSH,213,8
NISP,NA,pollen,4369,NA,Vascular plants,pollen,Hedysarum/Ebenus,UPHE,1,1
NISP,NA,pollen,4370,NA,Vascular plants,pollen,Heliotropium-type,UPHE,13,5
NISP,NA,pollen,4378,NA,Vascular plants,pollen,Herniaria-type,UPHE,13,6
NISP,NA,pollen,4380,NA,Vascular plants,pollen,Hippocrepis-type,UPHE,15,2
NISP,NA,pollen,4388,NA,Vascular plants,pollen,cf. Hottonia,AQVP,2,1
NISP,NA,pollen,4402,NA,Vascular plants,pollen,Hypericum perforatum,UPHE,5,1
NISP,NA,pollen,4406,NA,Vascular plants,pollen,Ilex aquifolium,TRSH,123,8
NISP,NA,pollen,4409,NA,Vascular plants,pollen,Iris pseudacorus-type,UPHE,13,3
NISP,NA,pollen,4411,NA,Vascular plants,pollen,Iris pseudacorus,UPHE,4,1
NISP,NA,pollen,4416,NA,Vascular plants,pollen,Juniperus communis,TRSH,5,1
NISP,NA,pollen,4418,NA,Vascular plants,pollen,Juniperus sabina,TRSH,2,1
NISP,NA,pollen,4435,NA,Vascular plants,pollen,Ligustrum-type,TRSH,1,1
NISP,NA,pollen,4440,NA,Vascular plants,pollen,cf. Liliaceae,UPHE,1,1
NISP,NA,pollen,4444,NA,Vascular plants,pollen,Limosella,UPHE,1,1
NISP,NA,pollen,4445,NA,Vascular plants,pollen,Linaria-type,UPHE,36,7
NISP,NA,pollen,4449,NA,Vascular plants,pollen,Linum catharticum-type,UPHE,3,2
NISP,NA,pollen,4450,NA,Vascular plants,pollen,Linum usitatissimum,UPHE,13,3
NISP,NA,pollen,4451,NA,Vascular plants,pollen,Linum usitatissimum-type,UPHE,4,2
NISP,NA,pollen,4457,NA,Vascular plants,pollen,Linum austriacum-type,UPHE,2,2
NISP,NA,pollen,4459,NA,Vascular plants,pollen,Listera-type,UPHE,2,1
NISP,NA,pollen,4462,NA,Vascular plants,pollen,Lithospermum officinale,UPHE,12,3
NISP,NA,pollen,4463,NA,Vascular plants,pollen,Littorella-type,AQVP,1,1
NISP,NA,pollen,4474,NA,Vascular plants,pollen,Loranthus europaeus,TRSH,15,4
NISP,NA,pollen,4482,NA,Vascular plants,pollen,Luzula,UPHE,3,1
NISP,NA,pollen,4483,NA,Vascular plants,pollen,Juncus/Luzula,UPHE,19,1
NISP,NA,pollen,4489,NA,Vascular plants,pollen,Lysimachia-type,UPHE,11,1
NISP,NA,pollen,4494,NA,Vascular plants,pollen,Lythrum portula-type,UPHE,2,1
NISP,NA,pollen,4495,NA,Vascular plants,pollen,Lythrum portula,UPHE,68,7
NISP,NA,pollen,4521,NA,Vascular plants,pollen,Marrubium,UPHE,1,1
NISP,NA,pollen,4523,NA,Vascular plants,pollen,Matricaria,UPHE,22,1
NISP,NA,pollen,4528,NA,Vascular plants,pollen,Medicago-type,UPHE,17,1
NISP,NA,pollen,4531,NA,Vascular plants,pollen,Mercurialis annua,UPHE,429,16
NISP,NA,pollen,4533,NA,Vascular plants,pollen,Mercurialis perennis,UPHE,3,2
NISP,NA,pollen,4537,NA,Vascular plants,pollen,Mercurialis-type,UPHE,111,2
NISP,NA,pollen,4556,NA,Vascular plants,pollen,Myrtus,TRSH,92,7
NISP,NA,pollen,4557,NA,Vascular plants,pollen,Myrtus communis,TRSH,316,11
NISP,NA,pollen,4578,NA,Vascular plants,pollen,Odontites,UPHE,6,2
NISP,NA,pollen,4580,NA,Vascular plants,pollen,Odontites-type,UPHE,31,7
NISP,NA,pollen,4582,NA,Vascular plants,pollen,Olea europaea,TRSH,404,14
NISP,NA,pollen,4583,NA,Vascular plants,pollen,Oleaceae/Brassicaceae,TRSH,15,1
NISP,NA,pollen,4585,NA,Vascular plants,pollen,Onobrychis,UPHE,6,4
NISP,NA,pollen,4586,NA,Vascular plants,pollen,Onobrychis-type,UPHE,3,2
NISP,NA,pollen,4588,NA,Vascular plants,pollen,Ononis,UPHE,3,1
NISP,NA,pollen,4591,NA,Vascular plants,pollen,Ornithogalum-type,UPHE,67,7
NISP,NA,pollen,4592,NA,Vascular plants,pollen,Ornithogalum,UPHE,5,1
NISP,NA,pollen,4599,NA,Vascular plants,pollen,Phragmites,AQVP,4,1
NISP,NA,pollen,4600,NA,Vascular plants,pollen,Phragmites-type,AQVP,115,3
NISP,NA,pollen,4602,NA,Vascular plants,pollen,Phragmites australis,AQVP,108,4
NISP,NA,pollen,4607,NA,Vascular plants,pollen,Pimpinella-type,UPHE,52,2
NISP,NA,pollen,4608,NA,Vascular plants,pollen,Pimpinella major-type,UPHE,47,7
NISP,NA,pollen,4609,NA,Vascular plants,pollen,Pimpinella,UPHE,8,2
NISP,NA,pollen,4618,NA,Vascular plants,pollen,Pinus halepensis,TRSH,29,1
NISP,NA,pollen,4626,NA,Vascular plants,pollen,Pinus cembra-type,TRSH,1,1
NISP,NA,pollen,4630,NA,Vascular plants,pollen,Pinus halepensis-type,TRSH,157,3
NISP,NA,pollen,4633,NA,Vascular plants,pollen,Pisum sativum,UPHE,1,1
NISP,NA,pollen,4635,NA,Vascular plants,pollen,Plantago coronopus,UPHE,61,4
NISP,NA,pollen,4636,NA,Vascular plants,pollen,Plantago maritima/P. alpina,UPHE,4,1
