units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,sites,samples
NISP,NA,pollen,391,NA,Vascular plants,pollen,Amaranthaceae,UPHE,85,1977
NISP,NA,pollen,397,NA,Vascular plants,pollen,Viburnum,TRSH,10,27
NISP,NA,pollen,409,NA,Vascular plants,pollen,Asteraceae,UPHE,13,134
NISP,NA,pollen,414,NA,Vascular plants,pollen,Avena-type,UPHE,23,325
NISP,NA,pollen,416,NA,Vascular plants,pollen,Poaceae (Cerealia),UPHE,14,129
NISP,NA,pollen,417,NA,Vascular plants,pollen,Poaceae,UPHE,86,3892
NISP,NA,pollen,418,NA,Vascular plants,pollen,Asteroideae,UPHE,65,1119
NISP,NA,pollen,419,NA,Vascular plants,pollen,Brassica,UPHE,1,30
NISP,NA,pollen,420,NA,Vascular plants,pollen,Brassicaceae,UPHE,65,1163
NISP,NA,pollen,425,NA,Vascular plants,pollen,Humulus,UPHE,7,16
NISP,NA,pollen,426,NA,Vascular plants,pollen,Cannabis sativa,UPHE,7,95
NISP,NA,pollen,427,NA,Vascular plants,pollen,Poaceae (Cerealia) undiff.,UPHE,20,239
NISP,NA,pollen,445,NA,Vascular plants,pollen,Onagraceae,UPHE,1,1
NISP,NA,pollen,448,NA,Vascular plants,pollen,Gentiana,UPHE,10,39
NISP,NA,pollen,460,NA,Vascular plants,pollen,Lamiaceae,UPHE,40,422
NISP,NA,pollen,468,NA,Vascular plants,pollen,Lysimachia thyrsiflora,UPHE,1,1
NISP,NA,pollen,470,NA,Vascular plants,pollen,Oenothera,UPHE,1,1
NISP,NA,pollen,473,NA,Vascular plants,pollen,Orchidaceae,UPHE,2,2
NISP,NA,pollen,476,NA,Vascular plants,pollen,Pedicularis,UPHE,19,30
NISP,NA,pollen,480,NA,Vascular plants,pollen,Plantago,UPHE,3,7
NISP,NA,pollen,483,NA,Vascular plants,pollen,Rosaceae,UPHE,65,787
NISP,NA,pollen,484,NA,Vascular plants,pollen,Primula,UPHE,4,11
NISP,NA,pollen,487,NA,Vascular plants,pollen,Saxifraga,UPHE,3,6
NISP,NA,pollen,488,NA,Vascular plants,pollen,Secale-type,UPHE,16,136
NISP,NA,pollen,491,NA,Vascular plants,pollen,Stachys-type,UPHE,4,10
NISP,NA,pollen,495,NA,Vascular plants,pollen,Trifolium pratense,UPHE,6,20
NISP,NA,pollen,496,NA,Vascular plants,pollen,Trifolium repens-type,UPHE,11,29
NISP,NA,pollen,497,NA,Vascular plants,pollen,Triticum-type,UPHE,27,225
NISP,NA,pollen,498,NA,Vascular plants,pollen,Urtica,UPHE,71,1140
NISP,NA,pollen,513,NA,Vascular plants,pollen,Alisma,AQVP,13,51
NISP,NA,pollen,514,NA,Vascular plants,pollen,Hydrocotyle,AQVP,1,1
NISP,NA,pollen,515,NA,Vascular plants,pollen,Lemna,AQVP,4,17
NISP,NA,pollen,517,NA,Vascular plants,pollen,Potamogeton,AQVP,36,460
NISP,NA,pollen,522,NA,Vascular plants,pollen,Engelhardia-type,TRSH,2,19
NISP,NA,pollen,539,NA,Vascular plants,pollen,Lysimachia,UPHE,30,152
NISP,NA,pollen,540,NA,Vascular plants,pollen,Polygonum,UPHE,1,1
NISP,NA,pollen,543,NA,Vascular plants,pollen,Solanaceae,UPHE,1,2
NISP,NA,pollen,545,NA,Vascular plants,pollen,Stellaria,UPHE,2,10
NISP,NA,pollen,549,NA,Vascular plants,pollen,Ranunculus,UPHE,1,24
NISP,NA,pollen,557,NA,Vascular plants,pollen,Allium-type,UPHE,4,6
NISP,NA,pollen,562,NA,Vascular plants,pollen,Andromeda,TRSH,1,1
NISP,NA,pollen,564,NA,Vascular plants,pollen,Andromeda polifolia,TRSH,1,3
NISP,NA,pollen,568,NA,Vascular plants,pollen,Arctostaphylos uva-ursi,TRSH,1,5
NISP,NA,pollen,582,NA,Vascular plants,pollen,Butomus umbellatus,AQVP,1,1
NISP,NA,pollen,585,NA,Vascular plants,pollen,Caltha-type,UPHE,45,365
NISP,NA,pollen,586,NA,Vascular plants,pollen,Campanula-type,UPHE,7,19
NISP,NA,pollen,592,NA,Vascular plants,pollen,Centaurea,UPHE,11,35
NISP,NA,pollen,612,NA,Vascular plants,pollen,Drosera rotundifolia-type,AQVP,1,4
NISP,NA,pollen,616,NA,Vascular plants,pollen,Elymus-type,UPHE,1,2
NISP,NA,pollen,636,NA,Vascular plants,pollen,Linum,UPHE,3,6
NISP,NA,pollen,654,NA,Vascular plants,pollen,Lycopus,UPHE,9,27
NISP,NA,pollen,655,NA,Vascular plants,pollen,Lythrum salicaria,UPHE,9,48
NISP,NA,pollen,656,NA,Vascular plants,pollen,Mentha-type,UPHE,24,253
NISP,NA,pollen,667,NA,Vascular plants,pollen,Myriophyllum alterniflorum,AQVP,17,87
NISP,NA,pollen,684,NA,Vascular plants,pollen,Papaveraceae,UPHE,10,26
NISP,NA,pollen,694,NA,Vascular plants,pollen,Euphorbiaceae,UPHE,1,3
NISP,NA,pollen,698,NA,Vascular plants,pollen,Plantaginaceae,UPHE,3,12
NISP,NA,pollen,699,NA,Vascular plants,pollen,Plantago lanceolata-type,UPHE,18,203
NISP,NA,pollen,702,NA,Vascular plants,pollen,Polygonaceae,UPHE,3,5
NISP,NA,pollen,703,NA,Vascular plants,pollen,Bistorta officinalis-type,UPHE,25,139
NISP,NA,pollen,714,NA,Vascular plants,pollen,Prunella-type,UPHE,1,1
NISP,NA,pollen,715,NA,Vascular plants,pollen,Prunus,TRSH,6,19
NISP,NA,pollen,721,NA,Vascular plants,pollen,Pyrola,UPHE,1,1
NISP,NA,pollen,733,NA,Vascular plants,pollen,Rubiaceae,TRSH,56,1248
NISP,NA,pollen,734,NA,Vascular plants,pollen,Rubus chamaemorus,TRSH,1,7
NISP,NA,pollen,735,NA,Vascular plants,pollen,Rumex-type,UPHE,2,3
NISP,NA,pollen,736,NA,Vascular plants,pollen,Rumex acetosa-type,UPHE,41,874
NISP,NA,pollen,739,NA,Vascular plants,pollen,Salix herbacea-type,TRSH,2,20
NISP,NA,pollen,747,NA,Vascular plants,pollen,Saxifraga oppositifolia-type,UPHE,4,11
NISP,NA,pollen,748,NA,Vascular plants,pollen,Micranthes stellaris-type,UPHE,5,14
NISP,NA,pollen,751,NA,Vascular plants,pollen,Typha,AQVP,1,2
NISP,NA,pollen,752,NA,Vascular plants,pollen,Typha angustifolia,AQVP,8,42
NISP,NA,pollen,762,NA,Vascular plants,pollen,Trifolium-type,UPHE,22,178
NISP,NA,pollen,767,NA,Vascular plants,pollen,Vaccinium oxycoccos,TRSH,5,37
NISP,NA,pollen,785,NA,Vascular plants,pollen,Rhamnus,TRSH,11,39
NISP,NA,pollen,794,NA,Vascular plants,pollen,Viburnum opulus,TRSH,5,29
NISP,NA,pollen,795,NA,Vascular plants,pollen,Viburnum opulus-type,TRSH,1,4
NISP,NA,pollen,797,NA,Vascular plants,pollen,Xanthium-type,UPHE,1,26
NISP,NA,pollen,798,NA,Vascular plants,pollen,Polemonium,UPHE,9,15
NISP,NA,pollen,806,NA,Vascular plants,pollen,Humulus/Cannabis,UPHE,32,497
NISP,NA,pollen,808,NA,Vascular plants,pollen,Vicia-type,UPHE,24,115
NISP,NA,pollen,810,NA,Vascular plants,pollen,Potamogeton-type,AQVP,12,163
NISP,NA,pollen,813,NA,Vascular plants,pollen,Campanula,UPHE,45,239
NISP,NA,pollen,815,NA,Vascular plants,pollen,Ranunculus-type,UPHE,31,417
NISP,NA,pollen,820,NA,Vascular plants,pollen,Achillea-type,UPHE,15,216
NISP,NA,pollen,821,NA,Vascular plants,pollen,Circaea,UPHE,9,13
NISP,NA,pollen,825,NA,Vascular plants,pollen,Potentilla,UPHE,9,132
NISP,NA,pollen,838,NA,Vascular plants,pollen,Plantago major-type,UPHE,13,119
NISP,NA,pollen,841,NA,Vascular plants,pollen,Stellaria-type,UPHE,2,4
NISP,NA,pollen,842,NA,Vascular plants,pollen,Ononis-type,UPHE,1,1
NISP,NA,pollen,843,NA,Vascular plants,pollen,Rosa,TRSH,6,24
NISP,NA,pollen,846,NA,Vascular plants,pollen,Melampyrum-type,UPHE,1,2
NISP,NA,pollen,848,NA,Vascular plants,pollen,Ericales,TRSH,3,207
NISP,NA,pollen,849,NA,Vascular plants,pollen,Ericales undiff.,TRSH,1,118
NISP,NA,pollen,858,NA,Vascular plants,pollen,Ligustrum,TRSH,5,27
NISP,NA,pollen,881,NA,Vascular plants,pollen,Hydrocotyle-type,AQVP,1,1
NISP,NA,pollen,884,NA,Vascular plants,pollen,Persicaria maculosa-type,UPHE,27,69
NISP,NA,pollen,886,NA,Vascular plants,pollen,Senecio,UPHE,1,1
NISP,NA,pollen,888,NA,Vascular plants,pollen,Persicaria amphibia-type,UPHE,2,5
NISP,NA,pollen,894,NA,Vascular plants,pollen,Ceratophyllum,AQVP,1,2
NISP,NA,pollen,904,NA,Vascular plants,pollen,Rumex undiff.,UPHE,4,35
NISP,NA,pollen,908,NA,Vascular plants,pollen,Sparganium,AQVP,12,111
NISP,NA,pollen,909,NA,Vascular plants,pollen,Ericaceae undiff.,TRSH,7,44
NISP,NA,pollen,912,NA,Vascular plants,pollen,Saxifragaceae undiff.,UPHE,1,3
NISP,NA,pollen,936,NA,Vascular plants,pollen,Oxalis,UPHE,9,13
NISP,NA,pollen,947,NA,Vascular plants,pollen,Polygonum aviculare,UPHE,56,402
NISP,NA,pollen,967,NA,Vascular plants,pollen,Secale,UPHE,35,467
NISP,NA,pollen,968,NA,Vascular plants,pollen,Triglochin,AQVP,3,12
NISP,NA,pollen,969,NA,Vascular plants,pollen,Triticum,UPHE,27,291
NISP,NA,pollen,983,NA,Vascular plants,pollen,Juniperus,TRSH,56,862
NISP,NA,pollen,988,NA,Vascular plants,pollen,Persicaria maculosa,UPHE,13,38
NISP,NA,pollen,989,NA,Vascular plants,pollen,cf. Pedicularis,UPHE,2,10
NISP,NA,pollen,994,NA,Vascular plants,pollen,Arenaria,UPHE,6,8
NISP,NA,pollen,996,NA,Vascular plants,pollen,Ranunculus acris-type,UPHE,20,445
NISP,NA,pollen,997,NA,Vascular plants,pollen,Melampyrum,UPHE,54,445
NISP,NA,pollen,999,NA,Vascular plants,pollen,Cerastium-type,UPHE,5,29
NISP,NA,pollen,1012,NA,Vascular plants,pollen,Bupleurum,UPHE,5,11
NISP,NA,pollen,1013,NA,Vascular plants,pollen,Caryophyllaceae undiff.,UPHE,1,30
NISP,NA,pollen,1024,NA,Vascular plants,pollen,Gentianella,UPHE,2,2
NISP,NA,pollen,1026,NA,Vascular plants,pollen,Empetrum-type,TRSH,6,50
NISP,NA,pollen,1050,NA,Vascular plants,pollen,Pinguicula,UPHE,3,4
NISP,NA,pollen,1069,NA,Vascular plants,pollen,Papaver,UPHE,6,14
NISP,NA,pollen,1072,NA,Vascular plants,pollen,Polygala,UPHE,6,7
NISP,NA,pollen,1073,NA,Vascular plants,pollen,Jasione,UPHE,5,8
NISP,NA,pollen,1078,NA,Vascular plants,pollen,Trifolium,UPHE,6,13
NISP,NA,pollen,1081,NA,Vascular plants,pollen,Plantaginaceae undiff.,UPHE,1,27
NISP,NA,pollen,1086,NA,Vascular plants,pollen,Cardamine-type,UPHE,19,151
NISP,NA,pollen,1087,NA,Vascular plants,pollen,Rumex obtusifolius-type,UPHE,4,12
NISP,NA,pollen,1094,NA,Vascular plants,pollen,Convolvulus-type,UPHE,1,1
NISP,NA,pollen,1121,NA,Vascular plants,pollen,Typha angustifolia-type,AQVP,1,2
NISP,NA,pollen,1142,NA,Vascular plants,pollen,Anemone,UPHE,1,2
NISP,NA,pollen,1143,NA,Vascular plants,pollen,Aconitum,UPHE,11,76
NISP,NA,pollen,1161,NA,Vascular plants,pollen,Anemone-type,UPHE,19,89
NISP,NA,pollen,1163,NA,Vascular plants,pollen,Astragalus-type,UPHE,6,15
NISP,NA,pollen,1166,NA,Vascular plants,pollen,Hedysarum-type,UPHE,1,2
NISP,NA,pollen,1172,NA,Vascular plants,pollen,Apiaceae undiff.,UPHE,15,331
NISP,NA,pollen,1173,NA,Vascular plants,pollen,Vaccinium-type,TRSH,37,362
NISP,NA,pollen,1178,NA,Vascular plants,pollen,Geraniaceae,UPHE,1,2
NISP,NA,pollen,1184,NA,Vascular plants,pollen,Bistorta officinalis,UPHE,23,121
NISP,NA,pollen,1211,NA,Vascular plants,pollen,Myriophyllum undiff.,AQVP,2,2
NISP,NA,pollen,1222,NA,Vascular plants,pollen,Saxifraga undiff.,UPHE,2,2
NISP,NA,pollen,1253,NA,Vascular plants,pollen,Cirsium,UPHE,12,52
NISP,NA,pollen,1260,NA,Vascular plants,pollen,Helianthemum,UPHE,42,308
NISP,NA,pollen,1262,NA,Vascular plants,pollen,Solanum,UPHE,1,1
NISP,NA,pollen,1266,NA,Vascular plants,pollen,Euphorbia-type,UPHE,1,5
NISP,NA,pollen,1267,NA,Vascular plants,pollen,Bupleurum-type,UPHE,5,8
NISP,NA,pollen,1268,NA,Vascular plants,pollen,Typha latifolia-type,AQVP,13,254
NISP,NA,pollen,1287,NA,Vascular plants,pollen,Pinus sylvestris,TRSH,3,99
NISP,NA,pollen,1288,NA,Vascular plants,pollen,Picea abies,TRSH,23,1005
NISP,NA,pollen,1297,NA,Vascular plants,pollen,Carex,UPHE,1,7
NISP,NA,pollen,1299,NA,Vascular plants,pollen,Alnus glutinosa,TRSH,1,20
NISP,NA,pollen,1301,NA,Vascular plants,pollen,Sanguisorba officinalis,UPHE,50,183
NISP,NA,pollen,1306,NA,Vascular plants,pollen,Hippophaë rhamnoides,TRSH,10,43
NISP,NA,pollen,1308,NA,Vascular plants,pollen,Echinops,UPHE,1,2
NISP,NA,pollen,1310,NA,Vascular plants,pollen,Myriophyllum spicatum,AQVP,24,225
NISP,NA,pollen,1311,NA,Vascular plants,pollen,Myriophyllum verticillatum,AQVP,16,126
NISP,NA,pollen,1315,NA,Vascular plants,pollen,Sorbus aucuparia,TRSH,2,7
NISP,NA,pollen,1316,NA,Vascular plants,pollen,Corylus avellana,TRSH,26,1107
NISP,NA,pollen,1319,NA,Vascular plants,pollen,Carpinus betulus,TRSH,26,620
NISP,NA,pollen,1320,NA,Vascular plants,pollen,Fagus sylvatica,TRSH,11,438
NISP,NA,pollen,1321,NA,Vascular plants,pollen,Vitis vinifera,TRSH,2,3
NISP,NA,pollen,1324,NA,Vascular plants,pollen,Fagopyrum esculentum,UPHE,1,3
NISP,NA,pollen,1325,NA,Vascular plants,pollen,Scabiosa,UPHE,9,12
NISP,NA,pollen,1326,NA,Vascular plants,pollen,Knautia arvensis,UPHE,2,5
NISP,NA,pollen,1334,NA,Vascular plants,pollen,Viscum,TRSH,47,164
NISP,NA,pollen,1335,NA,Vascular plants,pollen,Humulus lupulus,UPHE,5,80
NISP,NA,pollen,1336,NA,Vascular plants,pollen,Centaurea cyanus,UPHE,62,432
NISP,NA,pollen,1339,NA,Vascular plants,pollen,Salvia,UPHE,1,1
NISP,NA,pollen,1340,NA,Vascular plants,pollen,Dipsacoideae,UPHE,3,4
NISP,NA,pollen,1341,NA,Vascular plants,pollen,Dipsacus,UPHE,3,5
NISP,NA,pollen,1392,NA,Vascular plants,pollen,Centaurea undiff.,UPHE,7,13
NISP,NA,pollen,1403,NA,Vascular plants,pollen,Hystrix,UPHE,2,9
NISP,NA,pollen,1416,NA,Vascular plants,pollen,Galium-type,UPHE,31,572
NISP,NA,pollen,1428,NA,Vascular plants,pollen,Filipendula,UPHE,81,2359
NISP,NA,pollen,1429,NA,Vascular plants,pollen,Carpinus,TRSH,65,1148
NISP,NA,pollen,1430,NA,Vascular plants,pollen,Crataegus,TRSH,1,1
NISP,NA,pollen,1434,NA,Vascular plants,pollen,Tofieldia,UPHE,1,1
NISP,NA,pollen,1435,NA,Vascular plants,pollen,Sorbus,TRSH,24,81
NISP,NA,pollen,1501,NA,Vascular plants,pollen,Convolvulus,UPHE,7,22
NISP,NA,pollen,1505,NA,Vascular plants,pollen,Carpinus-type,TRSH,1,130
NISP,NA,pollen,1514,NA,Vascular plants,pollen,Persicaria cf. P. lapathifolia,UPHE,1,1
NISP,NA,pollen,1517,NA,Vascular plants,pollen,Calystegia,UPHE,7,14
NISP,NA,pollen,1530,NA,Vascular plants,pollen,Cerastium,UPHE,3,12
NISP,NA,pollen,1532,NA,Vascular plants,pollen,Rumex acetosella-type,UPHE,9,172
NISP,NA,pollen,1576,NA,Vascular plants,pollen,Impatiens noli-tangere,UPHE,1,5
NISP,NA,pollen,1580,NA,Vascular plants,pollen,Acacia,TRSH,1,1
NISP,NA,pollen,1710,NA,Vascular plants,pollen,Juglandaceae,TRSH,2,13
NISP,NA,pollen,1751,NA,Vascular plants,pollen,Thalictrum-type,UPHE,3,4
NISP,NA,pollen,1764,NA,Vascular plants,pollen,Apium,UPHE,1,1
NISP,NA,pollen,1779,NA,Vascular plants,pollen,Eryngium-type,UPHE,1,1
NISP,NA,pollen,1876,NA,Vascular plants,pollen,Vicia/Lathyrus,UPHE,1,11
NISP,NA,pollen,1915,NA,Vascular plants,pollen,Senecio-type,UPHE,12,38
NISP,NA,pollen,1931,NA,Vascular plants,pollen,Liliaceae-type,UPHE,2,4
NISP,NA,pollen,1932,NA,Vascular plants,pollen,Iris,UPHE,2,3
NISP,NA,pollen,1947,NA,Vascular plants,pollen,Poaceae (Cerealia-type),UPHE,16,148
NISP,NA,pollen,2127,NA,Vascular plants,pollen,Lathyrus-type,UPHE,11,14
NISP,NA,pollen,2129,NA,Vascular plants,pollen,Lotus-type,UPHE,32,162
NISP,NA,pollen,2131,NA,Vascular plants,pollen,Monocotyledoneae,SEED,8,41
NISP,NA,pollen,2160,NA,Vascular plants,pollen,Geum,UPHE,11,23
NISP,NA,pollen,2196,NA,Vascular plants,pollen,Epilobium-type,UPHE,3,9
NISP,NA,pollen,2210,NA,Vascular plants,pollen,Viburnum cf. V. opulus,TRSH,1,1
NISP,NA,pollen,2224,NA,Vascular plants,pollen,Myriophyllum verticillatum-type,AQVP,6,112
NISP,NA,pollen,2228,NA,Vascular plants,pollen,Trientalis,UPHE,1,1
NISP,NA,pollen,2248,NA,Vascular plants,pollen,Cardamine,UPHE,2,46
NISP,NA,pollen,2249,NA,Vascular plants,pollen,Cedrus,TRSH,1,2
NISP,NA,pollen,2286,NA,Vascular plants,pollen,Mentha,UPHE,7,39
NISP,NA,pollen,2306,NA,Vascular plants,pollen,Silene,UPHE,3,7
NISP,NA,pollen,2311,NA,Vascular plants,pollen,Valeriana officinalis,UPHE,20,96
NISP,NA,pollen,2319,NA,Vascular plants,pollen,Saxifraga oppositifolia,UPHE,1,2
NISP,NA,pollen,2322,NA,Vascular plants,pollen,Frangula alnus,TRSH,38,327
NISP,NA,pollen,2337,NA,Vascular plants,pollen,Myriophyllum spicatum-type,AQVP,1,1
NISP,NA,pollen,2338,NA,Vascular plants,pollen,Olea,TRSH,2,5
NISP,NA,pollen,2339,NA,Vascular plants,pollen,Oleaceae,TRSH,1,1
NISP,NA,pollen,2460,NA,Vascular plants,pollen,Carduus,UPHE,12,44
NISP,NA,pollen,2476,NA,Vascular plants,pollen,Lobelia,UPHE,2,2
NISP,NA,pollen,2481,NA,Vascular plants,pollen,Anagallis-type,UPHE,1,1
NISP,NA,pollen,2483,NA,Vascular plants,pollen,Alchemilla,UPHE,5,23
NISP,NA,pollen,2519,NA,Vascular plants,pollen,Clematis,UPHE,1,3
NISP,NA,pollen,2533,NA,Vascular plants,pollen,Gentiana undiff.,UPHE,1,9
NISP,NA,pollen,2536,NA,Vascular plants,pollen,Gentiana pneumonanthe-type,UPHE,5,8
NISP,NA,pollen,2537,NA,Vascular plants,pollen,Heracleum,UPHE,6,40
NISP,NA,pollen,2549,NA,Vascular plants,pollen,Dianthus-type,UPHE,4,25
NISP,NA,pollen,2561,NA,Vascular plants,pollen,Gentiana-type,UPHE,3,3
NISP,NA,pollen,2566,NA,Vascular plants,pollen,Montia,UPHE,4,6
NISP,NA,pollen,2572,NA,Vascular plants,pollen,Typha angustifolia/Sparganium,AQVP,33,358
NISP,NA,pollen,2590,NA,Vascular plants,pollen,Myosotis,UPHE,3,3
NISP,NA,pollen,2657,NA,Vascular plants,pollen,Castanea sativa,TRSH,1,1
NISP,NA,pollen,2667,NA,Vascular plants,pollen,Pterocarya,TRSH,3,12
NISP,NA,pollen,2677,NA,Vascular plants,pollen,Hippophaë,TRSH,7,20
NISP,NA,pollen,2680,NA,Vascular plants,pollen,Daphne,TRSH,3,8
NISP,NA,pollen,2684,NA,Vascular plants,pollen,Hedera,TRSH,24,49
NISP,NA,pollen,2685,NA,Vascular plants,pollen,Knautia,UPHE,21,33
NISP,NA,pollen,2690,NA,Vascular plants,pollen,Trapa,AQVP,1,3
NISP,NA,pollen,2759,NA,Vascular plants,pollen,Euphrasia,UPHE,2,2
NISP,NA,pollen,2795,NA,Vascular plants,pollen,Veronica,UPHE,9,42
NISP,NA,pollen,2801,NA,Vascular plants,pollen,Sequoia,TRSH,1,4
NISP,NA,pollen,2828,NA,Vascular plants,pollen,Echium,UPHE,18,40
NISP,NA,pollen,2894,NA,Vascular plants,pollen,Stachys,UPHE,5,12
NISP,NA,pollen,2895,NA,Vascular plants,pollen,Valerianella,UPHE,2,6
NISP,NA,pollen,2897,NA,Vascular plants,pollen,Calluna vulgaris,TRSH,57,895
NISP,NA,pollen,2901,NA,Vascular plants,pollen,Drosera rotundifolia,AQVP,6,16
NISP,NA,pollen,2902,NA,Vascular plants,pollen,Drosera intermedia,AQVP,1,5
NISP,NA,pollen,2904,NA,Vascular plants,pollen,Lotus,UPHE,1,6
NISP,NA,pollen,2905,NA,Vascular plants,pollen,Plantago major/P. media,UPHE,48,452
NISP,NA,pollen,2906,NA,Vascular plants,pollen,Scleranthus perennis,UPHE,1,2
NISP,NA,pollen,2907,NA,Vascular plants,pollen,Scleranthus,UPHE,4,10
NISP,NA,pollen,2908,NA,Vascular plants,pollen,Scleranthus-type,UPHE,5,11
NISP,NA,pollen,2909,NA,Vascular plants,pollen,Stellaria holostea,UPHE,3,6
NISP,NA,pollen,2910,NA,Vascular plants,pollen,Succisa,UPHE,15,40
NISP,NA,pollen,2911,NA,Vascular plants,pollen,Symphytum,UPHE,21,43
NISP,NA,pollen,2912,NA,Vascular plants,pollen,Symphytum-type,UPHE,2,4
NISP,NA,pollen,2915,NA,Vascular plants,pollen,Astragalus alpinus-type,UPHE,1,1
NISP,NA,pollen,2918,NA,Vascular plants,pollen,Cirsium-type,UPHE,41,416
NISP,NA,pollen,2919,NA,Vascular plants,pollen,Elatine,AQVP,7,13
NISP,NA,pollen,2925,NA,Vascular plants,pollen,Frangula,TRSH,27,188
NISP,NA,pollen,2927,NA,Vascular plants,pollen,Mercurialis,UPHE,8,14
NISP,NA,pollen,2930,NA,Vascular plants,pollen,Rhinanthus,UPHE,9,51
NISP,NA,pollen,2931,NA,Vascular plants,pollen,Rhinanthus-type,UPHE,2,5
NISP,NA,pollen,2932,NA,Vascular plants,pollen,Spergula,UPHE,2,8
NISP,NA,pollen,2934,NA,Vascular plants,pollen,Spergula-type,UPHE,1,1
NISP,NA,pollen,2935,NA,Vascular plants,pollen,Spergularia-type,UPHE,1,1
NISP,NA,pollen,2938,NA,Vascular plants,pollen,Vicia,UPHE,1,10
NISP,NA,pollen,2948,NA,Vascular plants,pollen,Brassicaceae-type,UPHE,6,153
NISP,NA,pollen,3052,NA,Vascular plants,pollen,Eryngium,UPHE,2,31
NISP,NA,pollen,3124,NA,Vascular plants,pollen,Ranunculus aquatilis-type,AQVP,1,3
NISP,NA,pollen,3171,NA,Vascular plants,pollen,Persicaria lapathifolia,UPHE,1,1
NISP,NA,pollen,3172,NA,Vascular plants,pollen,Rumex acetosella,UPHE,20,252
NISP,NA,pollen,3180,NA,Vascular plants,pollen,Erodium,UPHE,4,5
NISP,NA,pollen,3208,NA,Vascular plants,pollen,Betula nana,TRSH,8,177
NISP,NA,pollen,3408,NA,Vascular plants,pollen,Teucrium,UPHE,3,16
NISP,NA,pollen,3411,NA,Vascular plants,pollen,Ulex-type,TRSH,1,1
NISP,NA,pollen,3417,NA,Vascular plants,pollen,Glaucium,UPHE,2,7
NISP,NA,pollen,3418,NA,Vascular plants,pollen,Plantago media-type,UPHE,3,6
NISP,NA,pollen,3421,NA,Vascular plants,pollen,Ephedra distachya,TRSH,10,35
NISP,NA,pollen,3422,NA,Vascular plants,pollen,Ephedra fragilis,TRSH,4,25
NISP,NA,pollen,3423,NA,Vascular plants,pollen,Gypsophila-type,UPHE,4,40
NISP,NA,pollen,3426,NA,Vascular plants,pollen,Pinus cembra,TRSH,6,85
NISP,NA,pollen,3428,NA,Vascular plants,pollen,Sagina-type,UPHE,2,2
NISP,NA,pollen,3430,NA,Vascular plants,pollen,Veronica-type,UPHE,4,23
NISP,NA,pollen,3432,NA,Vascular plants,pollen,Fallopia convolvulus,UPHE,3,3
NISP,NA,pollen,3434,NA,Vascular plants,pollen,Nymphaea alba,AQVP,2,62
NISP,NA,pollen,3437,NA,Vascular plants,pollen,Alisma plantago-aquatica,AQVP,1,8
NISP,NA,pollen,3438,NA,Vascular plants,pollen,Anthemis-type,UPHE,13,331
NISP,NA,pollen,3439,NA,Vascular plants,pollen,Aster-type,UPHE,9,152
NISP,NA,pollen,3440,NA,Vascular plants,pollen,Centaurea jacea,UPHE,11,57
NISP,NA,pollen,3441,NA,Vascular plants,pollen,Centaurea scabiosa,UPHE,22,74
NISP,NA,pollen,3444,NA,Vascular plants,pollen,Epipactis,UPHE,1,1
NISP,NA,pollen,3445,NA,Vascular plants,pollen,Rumex subg. Rumex,UPHE,2,2
NISP,NA,pollen,3446,NA,Vascular plants,pollen,Galeopsis,UPHE,1,2
NISP,NA,pollen,3447,NA,Vascular plants,pollen,Galeopsis-type,UPHE,2,2
NISP,NA,pollen,3449,NA,Vascular plants,pollen,Genista-type,TRSH,7,19
NISP,NA,pollen,3450,NA,Vascular plants,pollen,Lamium-type,UPHE,21,85
NISP,NA,pollen,3455,NA,Vascular plants,pollen,Sorbus-type,TRSH,8,80
NISP,NA,pollen,3462,NA,Vascular plants,pollen,Betula pubescens,TRSH,1,29
NISP,NA,pollen,3465,NA,Vascular plants,pollen,Echium vulgare,UPHE,2,3
NISP,NA,pollen,3472,NA,Vascular plants,pollen,Tilia cordata,TRSH,9,144
NISP,NA,pollen,3473,NA,Vascular plants,pollen,Tilia platyphyllos,TRSH,10,106
NISP,NA,pollen,3561,NA,Vascular plants,pollen,Aconitum-type,UPHE,1,3
NISP,NA,pollen,3566,NA,Vascular plants,pollen,Centaurea cyanus-type,UPHE,7,35
NISP,NA,pollen,3567,NA,Vascular plants,pollen,Centaurea scabiosa-type,UPHE,7,14
NISP,NA,pollen,3570,NA,Vascular plants,pollen,Cornus sanguinea,TRSH,17,50
NISP,NA,pollen,3572,NA,Vascular plants,pollen,Ephedra distachya-type,TRSH,9,30
NISP,NA,pollen,3578,NA,Vascular plants,pollen,Ephedra fragilis-type,TRSH,10,37
NISP,NA,pollen,3579,NA,Vascular plants,pollen,Fraxinus excelsior,TRSH,14,484
NISP,NA,pollen,3580,NA,Vascular plants,pollen,Fraxinus ornus,TRSH,1,1
NISP,NA,pollen,3581,NA,Vascular plants,pollen,Helleborus,UPHE,1,1
NISP,NA,pollen,3582,NA,Vascular plants,pollen,Hypericum perforatum-type,UPHE,3,50
NISP,NA,pollen,3583,NA,Vascular plants,pollen,Loranthus,TRSH,8,18
NISP,NA,pollen,3584,NA,Vascular plants,pollen,Matricaria-type,UPHE,1,20
NISP,NA,pollen,3591,NA,Vascular plants,pollen,Plantago maritima-type,UPHE,3,12
NISP,NA,pollen,3597,NA,Vascular plants,pollen,Sambucus nigra-type,TRSH,10,63
